OrderId,MenuItemId
26,17
26,25
26,25
27,1
27,19
27,3
27,15
27,13
27,13
27,13
28,6
28,8
28,4
28,19
28,5
28,12
28,12
28,12
28,15
29,2
29,17
29,14
29,14
29,14
30,7
30,1
30,5
30,6
30,11
30,22
30,11
30,17
30,16
30,25
30,17
30,23
31,4
31,21
31,19
31,12
31,22
31,10
31,11
31,13
31,13
32,9
32,12
32,12
32,12
32,12
32,15
32,17
32,25
32,14
32,23
32,13
32,24
33,18
33,19
33,4
33,3
33,1
33,6
33,3
33,10
33,22
33,25
33,16
33,25
33,24
33,24
33,24
33,13
34,7
34,8
34,2
34,18
34,5
34,6
34,20
34,17
34,25
34,17
34,14
35,6
35,3
35,20
35,4
35,1
35,22
35,12
35,11
35,22
35,15
35,16
35,13
35,23
35,14
36,21
36,1
36,2
36,10
36,10
36,17
36,13
36,13
37,4
37,21
37,1
37,18
37,4
37,20
37,1
37,2
37,11
37,11
37,10
37,15
37,16
37,15
37,15
37,13
37,14
37,24
38,2
38,22
38,17
38,25
38,17
38,14
38,14
38,23
38,23
39,21
39,18
39,4
39,22
39,10
39,12
39,25
39,14
39,23
39,14
40,21
40,9
40,6
40,3
40,2
40,4
40,3
40,10
40,22
40,11
40,11
40,25
40,17
40,24
41,2
41,8
41,2
41,10
41,17
41,23
42,19
42,19
42,8
42,19
42,10
42,25
42,17
42,16
42,15
43,9
43,5
43,5
43,9
43,6
43,1
43,8
43,11
43,22
43,23
43,24
43,23
43,13
44,5
44,12
44,10
44,11
44,16
44,25
44,25
44,15
45,8
45,12
45,11
45,12
45,10
45,17
45,25
45,25
45,16
45,14
45,23
45,23
45,13
46,6
46,12
46,10
46,22
46,16
46,17
46,24
47,4
47,19
47,9
47,9
47,3
47,19
47,22
47,15
47,25
47,17
47,17
47,23
47,13
47,14
48,9
48,22
48,22
48,17
48,17
48,25
48,24
48,13
48,24
49,20
49,6
49,7
49,5
49,12
49,12
49,10
49,25
49,15
49,23
49,14
49,14
50,18
50,1
50,3
50,21
50,6
50,6
50,4
50,10
50,11
50,10
50,10
50,15
50,25
50,16
50,24
50,14
50,23
50,13
51,2
51,21
51,2
51,10
51,16
51,17
51,15
51,16
51,14
52,3
52,9
52,1
52,7
52,3
52,21
52,1
52,22
52,12
52,23
52,14
52,24
53,20
53,2
53,2
53,1
53,9
53,8
53,7
53,6
53,12
53,10
53,11
53,12
53,17
53,16
53,17
53,13
53,23
54,19
54,18
54,11
54,22
54,12
54,15
54,25
54,17
54,24
54,13
55,6
55,6
55,21
55,18
55,6
55,19
55,20
55,12
55,22
55,25
55,15
55,17
55,23
56,8
56,7
56,19
56,19
56,20
56,8
56,24
56,14
56,13
57,19
57,6
57,19
57,25
57,15
57,16
58,18
58,8
58,7
58,7
58,20
58,22
58,10
59,9
59,7
59,19
59,18
59,9
59,7
59,2
59,17
59,25
59,24
59,14
59,23
60,21
60,10
60,11
60,22
60,16
60,17
60,13
60,23
60,23
61,7
61,1
61,8
61,4
61,19
61,7
61,7
61,12
61,12
61,15
61,16
61,14
61,14
61,13
62,7
62,12
62,14
62,24
62,13
62,13
63,18
63,8
63,1
63,4
63,9
63,5
63,16
63,16
63,13
64,2
64,11
64,25
64,15
64,17
64,13
64,24
64,14
65,21
65,1
65,5
65,19
65,18
65,21
65,12
65,12
65,16
65,16
66,7
66,3
66,4
66,18
66,20
66,11
66,15
66,25
66,25
66,14
67,7
67,21
67,7
67,1
67,2
67,4
67,18
67,9
67,11
68,2
68,5
68,18
68,19
68,21
68,1
68,10
68,12
68,11
68,16
68,15
69,19
69,20
69,19
69,12
69,22
69,11
69,10
69,16
69,25
69,16
69,17
69,23
69,13
69,23
70,21
70,18
70,2
70,20
70,18
70,18
70,22
70,17
70,15
70,15
70,15
70,23
70,14
70,14
71,18
71,7
71,19
71,9
71,4
71,18
71,10
71,17
72,1
72,3
72,1
72,4
72,2
72,21
72,1
72,20
72,16
72,15
72,16
72,17
72,23
73,7
73,18
73,3
73,3
73,11
73,12
73,25
73,16
74,9
74,20
74,11
74,11
74,15
74,25
74,13
75,1
75,1
75,2
75,8
75,4
75,1
75,7
75,12
75,16
75,16
75,17
75,25
76,19
76,6
76,4
76,9
76,8
76,16
76,23
77,9
77,18
77,3
77,12
77,14
77,23
78,18
78,19
78,19
78,19
78,20
78,10
78,25
78,23
78,14
78,23
78,24
79,4
79,22
79,12
79,12
79,11
79,25
79,16
80,19
80,10
80,22
80,17
80,23
80,24
80,13
80,14
81,8
81,8
81,4
81,6
81,5
81,11
81,22
81,11
81,17
81,15
81,25
81,14
81,14
82,9
82,18
82,12
82,10
82,11
82,11
82,14
82,13
83,19
83,20
83,2
83,21
83,4
83,6
83,6
83,17
83,15
83,15
83,15
83,14
84,1
84,22
84,12
84,16
84,25
84,14
84,24
84,14
85,21
85,4
85,18
85,9
85,4
85,22
85,10
85,12
85,10
85,17
86,3
86,21
86,2
86,7
86,21
86,3
86,12
86,12
86,16
86,15
86,25
86,15
86,14
86,13
86,13
87,18
87,21
87,8
87,7
87,7
87,3
87,10
87,12
87,10
87,22
87,17
87,15
88,1
88,8
88,9
88,20
88,6
88,2
88,5
88,8
88,15
88,17
88,24
89,8
89,8
89,18
89,5
89,4
89,21
89,8
89,21
89,11
89,11
89,11
89,22
89,25
89,17
89,25
89,17
89,23
90,8
90,21
90,21
90,7
90,4
90,18
90,6
90,1
90,12
90,10
90,10
90,12
90,17
90,25
91,1
91,9
91,5
91,2
91,2
91,8
91,1
91,4
91,12
91,12
91,16
91,25
91,13
91,14
92,1
92,18
92,21
92,25
92,23
93,18
93,4
93,19
93,21
93,7
93,21
93,21
93,8
93,25
93,15
93,16
93,15
93,14
93,23
93,13
94,1
94,1
94,23
94,14
95,20
95,1
95,9
95,20
95,4
95,6
95,6
95,25
95,15
95,23
96,9
96,5
96,5
96,9
96,22
96,10
96,22
96,25
96,15
96,15
96,15
97,9
97,21
97,19
97,2
97,20
97,24
97,13
97,14
98,5
98,4
98,8
98,5
98,18
98,8
98,15
98,17
98,17
99,20
99,19
99,9
99,11
99,15
99,16
99,16
99,17
100,4
100,19
100,4
100,1
100,5
100,22
100,11
100,11
100,12
100,16
100,24
100,14
100,24
101,18
101,8
101,7
101,21
101,1
101,6
101,12
101,15
101,13
102,4
102,1
102,2
102,8
102,1
102,19
102,9
102,8
102,11
102,17
102,25
102,16
102,17
102,13
102,23
102,14
102,24
103,8
103,5
103,20
103,5
103,1
103,22
103,16
103,13
103,24
104,9
104,3
104,1
104,9
104,3
104,11
104,12
104,12
104,15
104,16
104,17
104,24
104,23
104,24
104,23
105,1
105,2
105,4
105,4
105,9
105,18
105,10
105,15
105,15
105,15
105,25
105,24
105,13
106,1
106,2
106,4
106,9
106,6
106,2
106,20
106,6
106,22
106,11
106,12
106,16
106,14
106,14
106,14
107,4
107,8
107,20
107,5
107,5
107,8
107,22
107,12
107,17
107,15
107,15
107,16
107,14
107,23
108,20
108,3
108,5
108,19
108,8
108,12
108,12
108,11
108,12
108,15
108,17
108,24
108,13
109,20
109,8
109,8
109,2
109,15
109,25
109,17
109,15
110,19
110,21
110,21
110,20
110,1
110,11
110,16
110,17
110,16
110,16
110,23
110,13
111,2
111,4
111,4
111,7
111,4
111,5
111,25
112,7
112,6
112,9
112,22
112,12
112,17
112,17
112,25
112,23
112,14
112,14
113,20
113,3
113,21
113,22
113,15
113,25
113,23
113,24
113,24
114,8
114,5
114,5
114,1
114,2
114,20
114,2
114,7
114,12
114,10
114,11
114,12
114,17
114,16
114,13
115,6
115,19
115,3
115,10
115,11
115,10
115,10
115,14
115,24
115,14
115,14
116,8
116,6
116,5
116,9
116,18
116,25
116,16
116,14
116,13
117,21
117,12
117,10
117,15
117,17
117,23
117,24
117,24
117,24
118,1
118,12
118,24
118,14
119,2
119,7
119,3
119,21
119,1
119,7
119,10
119,10
119,12
119,17
119,15
119,16
119,16
119,23
120,6
120,5
120,2
120,4
120,6
120,20
120,10
120,12
120,25
120,23
120,23
121,21
121,20
121,9
121,1
121,12
121,22
121,17
121,24
121,24
121,23
122,2
122,3
122,3
122,4
122,10
122,12
122,22
122,25
122,24
123,18
123,9
123,18
123,7
123,6
123,7
123,2
123,16
123,25
123,17
124,8
124,21
124,5
124,2
124,9
124,18
124,20
124,3
124,22
124,11
124,22
124,15
124,14
125,1
125,19
125,12
125,23
125,23
125,24
126,19
126,2
126,8
126,8
126,2
126,1
126,11
126,15
126,17
126,17
126,16
126,14
126,13
126,24
126,14
127,7
127,11
127,11
127,10
127,15
127,15
127,25
127,23
127,14
127,14
128,19
128,4
128,8
128,3
128,10
128,12
128,25
128,15
128,16
128,17
128,23
129,7
129,18
129,18
129,6
129,3
129,6
129,25
129,16
129,24
129,23
129,13
130,4
130,18
130,6
130,3
130,22
130,11
130,10
130,11
130,14
130,23
131,1
131,1
131,2
131,2
131,7
131,12
132,8
132,1
132,9
132,9
132,21
132,2
132,3
132,9
132,17
132,25
132,16
132,13
132,13
132,24
132,14
133,19
133,18
133,9
133,7
133,5
133,6
133,1
133,10
133,10
133,12
133,13
133,14
134,5
134,2
134,7
134,18
134,4
134,8
134,19
134,12
134,15
134,15
134,15
134,13
134,23
134,13
134,24
135,1
135,8
135,4
135,9
135,1
135,12
135,15
135,13
135,24
136,21
136,21
136,11
136,25
136,13
136,24
137,20
137,11
137,22
137,15
137,17
137,16
137,15
138,4
138,18
138,9
138,19
138,2
138,9
138,6
138,22
138,10
138,17
138,17
138,24
138,23
138,14
139,5
139,20
139,22
139,10
139,22
139,11
139,24
139,14
139,13
140,5
140,20
140,18
140,5
140,11
140,15
140,16
140,16
140,24
140,24
141,19
141,1
141,4
141,21
141,11
141,10
141,10
141,12
141,25
141,15
142,9
142,20
142,4
142,21
142,8
142,6
142,10
142,12
142,22
142,12
142,25
142,16
142,17
142,15
143,6
143,19
143,6
143,18
143,2
143,24
144,3
144,5
144,3
144,21
144,20
144,11
144,12
144,11
145,19
145,6
145,17
145,16
145,25
145,14
146,7
146,21
146,19
146,20
146,19
146,4
146,1
146,5
146,11
146,25
146,25
146,16
146,14
146,24
146,24
147,2
147,9
147,21
147,1
147,6
147,9
147,18
147,9
147,12
147,10
147,12
147,17
147,25
147,14
148,2
148,8
148,18
148,5
148,14
148,13
148,23
148,23
149,1
149,7
149,22
149,12
149,17
149,16
150,6
150,11
150,22
150,22
150,17
150,24
150,14
151,4
151,11
151,12
151,12
151,23
151,13
152,18
152,19
152,5
152,1
152,5
152,15
152,13
152,13
152,13
152,24
153,19
153,18
153,20
153,21
153,20
153,20
153,2
153,8
153,12
153,22
153,22
153,15
153,15
153,23
153,23
153,14
154,4
154,2
154,19
154,8
154,20
154,2
154,13
154,23
154,14
154,24
155,19
155,8
155,9
155,4
155,12
155,10
155,22
155,11
155,25
155,24
156,19
156,8
156,1
156,18
156,20
156,10
156,12
156,22
156,12
156,15
156,17
156,17
156,24
156,24
156,13
157,20
157,8
157,4
157,20
157,7
157,3
157,12
157,22
157,22
157,22
157,16
157,17
157,16
157,16
157,13
157,23
158,20
158,3
158,7
158,2
158,12
158,22
158,11
158,16
158,17
158,17
158,25
158,13
159,5
159,3
159,3
159,16
159,16
159,15
159,13
159,24
159,23
160,5
160,8
160,21
160,20
160,21
160,21
160,8
160,15
161,9
161,6
161,9
161,19
161,7
161,1
161,19
161,6
161,11
161,10
161,22
161,10
161,17
161,17
162,4
162,22
162,22
162,10
162,22
162,17
162,16
162,25
162,17
163,2
163,3
163,21
163,1
163,20
163,1
163,6
163,6
163,11
163,10
163,12
163,17
163,16
163,16
163,14
163,14
163,14
163,24
164,8
164,2
164,20
164,20
164,5
164,1
164,20
164,22
164,10
164,22
164,25
164,15
164,23
165,8
165,22
165,17
165,17
165,24
165,24
165,23
166,8
166,7
166,20
166,20
166,10
166,11
166,10
166,15
166,15
166,13
166,14
167,21
167,11
167,25
167,14
167,24
167,24
168,7
168,22
168,22
168,22
168,15
168,14
168,23
168,14
169,8
169,3
169,3
169,19
169,21
169,12
169,11
169,11
169,10
169,14
169,13
169,14
169,23
170,6
170,21
170,2
170,7
170,1
170,25
170,13
170,13
170,14
171,18
171,22
171,10
171,23
172,5
172,18
172,3
172,2
172,3
172,11
172,22
172,10
172,22
172,17
172,17
172,16
172,25
172,23
172,23
172,24
172,14
173,1
173,5
173,5
173,5
173,11
173,11
173,11
173,25
173,15
173,14
173,13
173,23
174,21
174,18
174,10
174,17
174,23
174,14
175,20
175,20
175,6
175,6
175,6
175,21
175,11
175,10
175,25
175,15
175,25
175,17
175,13
176,6
176,8
176,21
176,2
176,11
176,16
177,21
177,20
177,3
177,21
177,10
177,12
177,16
177,15
177,16
177,13
177,13
177,13
178,19
178,20
178,8
178,3
178,6
178,21
178,19
178,1
178,11
178,12
178,15
178,25
178,23
179,2
179,1
179,21
179,11
179,15
179,16
179,16
179,16
179,24
179,23
179,14
179,24
180,20
180,3
180,9
180,2
180,3
180,11
180,17
180,16
180,17
180,25
180,24
181,20
181,3
181,21
181,11
181,10
181,12
181,16
181,25
181,24
181,23
182,2
182,19
182,20
182,11
182,11
182,10
182,12
182,16
182,25
182,25
182,13
182,14
182,24
183,1
183,9
183,7
183,6
183,12
183,10
183,16
183,15
183,24
183,24
183,24
184,2
184,19
184,10
184,10
184,11
184,15
185,7
185,2
185,9
185,9
185,20
185,19
185,9
185,20
185,22
185,11
185,22
185,22
185,14
185,14
185,13
186,5
186,4
186,1
186,19
186,5
186,7
186,20
186,8
186,12
186,10
186,10
186,11
186,25
186,24
187,3
187,18
187,3
187,12
187,22
187,10
187,15
187,25
188,19
188,4
188,4
188,7
188,7
188,6
188,4
188,4
188,10
188,25
188,23
188,24
188,23
188,23
189,6
189,4
189,9
189,3
189,12
189,22
189,25
189,17
190,2
190,21
190,3
190,9
190,3
190,7
190,8
190,2
190,12
190,22
190,11
190,15
190,14
190,23
190,23
190,13
191,5
191,3
191,4
191,9
191,4
191,12
191,12
191,25
191,14
191,24
191,13
191,14
192,1
192,8
192,1
192,18
192,6
192,7
192,4
192,4
192,24
192,24
192,14
192,23
193,19
193,9
193,9
193,21
193,9
193,22
193,10
193,25
193,25
193,24
193,23
193,14
193,23
194,3
194,21
194,7
194,4
194,12
194,22
194,15
194,25
194,25
194,14
194,24
194,14
194,13
195,2
195,8
195,18
195,1
195,9
195,7
195,9
195,9
195,16
195,25
195,15
195,16
195,13
196,20
196,1
196,7
196,9
196,6
196,20
196,4
196,10
196,10
196,16
196,14
196,24
196,23
196,14
197,9
197,9
197,11
197,10
197,11
197,11
197,17
197,17
197,17
197,25
197,23
197,13
197,24
198,19
198,9
198,4
198,4
198,14
198,13
198,24
199,2
199,5
199,1
199,2
199,21
199,7
199,1
199,22
199,10
199,22
199,12
200,19
200,4
200,11
200,25
200,23
200,14
200,13
200,13
201,2
201,4
201,18
201,7
201,9
201,1
201,2
201,23
202,6
202,6
202,20
202,18
202,7
202,4
202,3
202,11
203,1
203,8
203,6
203,7
203,12
203,10
203,22
203,15
203,23
203,13
203,24
203,23
204,19
204,7
204,6
204,1
204,7
204,17
204,16
204,15
204,17
204,23
204,13
205,2
205,9
205,18
205,7
205,1
205,9
205,25
205,14
205,14
205,24
206,2
206,4
206,8
206,25
206,16
206,16
206,16
206,13
206,24
206,13
206,24
207,7
207,19
207,12
207,12
207,15
207,16
207,13
208,7
208,6
208,19
208,1
208,9
208,19
208,8
208,11
208,12
208,17
208,25
208,17
208,25
208,24
208,13
209,18
209,9
209,18
209,7
209,2
209,10
209,15
209,15
209,17
209,17
209,14
209,23
209,23
210,20
210,2
210,20
210,18
210,17
210,25
210,25
210,24
210,23
211,18
211,21
211,21
211,7
211,12
211,16
211,17
211,24
211,23
211,23
212,18
212,18
212,21
212,6
212,12
212,17
212,25
212,14
212,23
212,23
212,23
213,18
213,21
213,6
213,22
213,11
213,15
213,25
213,16
213,17
213,14
213,23
213,14
213,23
214,18
214,1
214,12
214,11
214,12
214,16
214,17
214,23
215,7
215,12
215,10
215,12
215,15
215,25
215,15
216,3
216,5
216,19
216,10
216,11
216,11
216,25
216,25
217,1
217,8
217,4
217,6
217,6
217,12
217,22
217,11
217,11
217,15
217,25
218,2
218,19
218,4
218,3
218,8
218,5
218,2
218,18
218,12
218,10
218,10
218,25
218,25
218,25
218,17
218,13
219,9
219,5
219,19
219,1
219,10
219,12
219,10
219,10
220,19
220,20
220,6
220,7
220,21
220,7
220,22
220,11
220,12
220,12
220,25
220,25
220,15
220,14
220,24
220,24
221,8
221,2
221,22
221,17
221,15
221,16
221,15
221,23
221,13
221,23
222,1
222,18
222,20
222,25
222,15
222,24
223,9
223,22
223,16
223,16
223,25
223,14
223,13
223,24
224,2
224,9
225,18
225,3
225,18
225,3
225,2
225,7
225,11
225,10
225,16
225,17
225,17
225,17
226,9
226,19
226,6
226,15
226,15
226,25
226,24
226,23
226,13
226,14
227,18
227,8
227,5
227,11
227,10
227,25
227,17
227,15
227,17
227,23
227,13
227,13
227,24
228,5
228,8
228,21
228,3
228,8
228,4
228,19
228,12
228,15
228,14
229,9
229,7
229,21
229,6
229,7
229,21
229,3
229,12
229,14
229,13
230,4
230,2
230,19
230,12
230,17
230,16
230,15
231,2
231,19
231,22
231,22
231,10
231,16
231,16
231,15
231,24
232,8
232,19
232,6
232,1
232,7
232,18
232,19
232,4
232,11
232,25
232,25
232,24
232,13
233,5
233,5
233,3
233,21
233,20
233,1
233,12
233,16
233,16
233,25
233,24
233,24
233,23
234,20
234,2
234,4
234,21
234,8
234,12
234,22
234,15
234,25
234,24
234,23
234,14
235,7
235,5
235,18
235,9
235,11
235,11
235,16
235,15
235,13
235,13
235,14
236,3
236,1
236,7
236,22
236,11
236,22
236,15
236,13
236,13
236,24
237,3
237,15
237,17
237,17
237,13
237,14
238,2
238,25
238,17
238,25
238,14
238,13
238,24
239,4
239,25
239,24
239,14
240,5
240,5
240,19
240,5
240,3
240,1
240,5
240,2
240,11
240,22
240,22
240,11
240,24
240,13
240,23
241,7
241,11
241,11
241,10
241,22
241,17
241,17
241,24
241,14
241,24
241,24
242,19
242,19
242,4
242,18
242,17
242,15
242,14
242,23
242,14
243,21
243,9
243,20
243,5
243,8
243,21
243,22
243,11
243,10
243,17
243,14
243,23
243,13
243,14
244,3
244,9
244,6
244,20
244,2
244,22
244,22
244,11
244,12
244,17
244,15
244,16
244,15
245,7
245,8
245,7
245,2
245,12
245,22
245,17
245,16
245,13
245,23
245,23
246,4
246,19
246,1
246,5
246,3
246,1
246,11
246,12
246,22
246,22
246,16
246,24
246,23
246,24
246,24
247,9
247,3
247,2
247,11
247,12
247,16
247,25
247,16
247,15
248,3
248,4
248,1
248,5
248,17
248,16
248,14
248,23
248,14
248,24
249,18
249,5
249,18
249,22
249,10
249,10
249,25
249,16
249,24
249,14
249,24
249,14
250,2
250,25
250,17
250,23
250,24
250,14
250,14
251,21
252,20
252,2
252,5
252,5
252,5
252,6
252,4
252,12
252,12
252,11
252,15
252,25
252,15
252,23
252,24
253,2
253,20
253,8
253,8
253,21
253,9
253,4
253,10
253,11
253,12
253,16
253,13
253,24
253,24
254,18
254,9
254,4
254,9
254,15
254,16
254,17
254,14
254,24
254,13
254,13
255,6
255,10
255,22
255,22
255,12
255,25
255,23
255,24
255,23
255,13
256,2
256,19
256,20
256,8
256,18
256,6
256,2
256,3
256,10
256,16
256,23
256,13
256,13
256,23
257,18
257,6
257,10
257,10
257,10
257,17
257,16
257,17
257,13
257,14
257,23
258,6
258,20
258,9
258,4
258,7
258,6
258,17
258,16
258,15
258,13
259,5
259,11
259,15
259,13
259,13
259,23
260,5
260,20
260,21
260,11
260,16
260,15
260,23
260,23
261,4
261,1
261,21
261,9
261,19
261,8
261,6
261,10
261,12
261,11
261,15
261,25
261,25
261,23
261,13
261,24
261,23
262,6
262,20
262,3
262,10
262,10
262,12
262,25
262,16
262,13
262,13
263,9
263,3
263,4
263,4
263,22
263,15
263,14
264,4
264,19
264,20
264,22
264,12
264,14
264,23
264,24
264,14
265,9
265,21
265,2
265,1
265,5
265,6
265,22
265,12
265,12
265,12
265,25
265,23
265,23
265,13
265,23
266,4
266,3
266,19
266,6
266,21
266,4
266,7
266,3
266,12
266,15
266,16
266,17
266,13
266,23
266,24
267,7
267,1
267,2
267,18
267,12
267,10
267,11
267,22
267,25
267,25
267,16
267,25
267,24
267,14
268,4
268,18
268,20
268,9
268,5
268,5
268,4
268,12
268,12
268,12
268,25
268,15
268,15
268,25
268,13
268,14
269,1
269,18
269,1
269,8
269,6
269,15
269,23
269,14
270,1
270,10
270,11
270,22
270,11
270,24
270,23
270,23
271,20
271,18
271,6
271,8
271,3
271,6
271,10
271,16
271,25
271,15
271,25
271,14
272,7
272,9
272,9
272,11
272,12
272,11
272,22
272,25
272,24
273,21
273,9
273,6
273,19
273,25
273,15
273,25
273,16
273,14
274,21
274,8
274,9
274,20
274,4
274,10
274,23
274,13
274,23
275,21
275,3
275,21
275,19
275,22
275,12
275,23
275,14
276,9
276,2
276,9
276,9
276,18
276,3
276,3
276,21
276,11
276,10
276,16
276,17
276,16
276,17
276,13
276,23
276,24
276,24
277,21
277,4
277,20
277,6
277,20
277,11
277,22
277,22
277,25
277,15
277,14
277,23
277,13
278,7
278,21
278,1
278,19
278,22
278,12
278,11
278,15
278,16
278,15
278,24
278,24
278,24
278,13
279,4
279,7
279,19
279,8
279,18
279,18
279,21
279,19
279,17
279,23
279,14
279,23
279,23
280,19
280,19
280,21
280,3
280,6
280,6
280,3
280,19
280,10
280,10
280,11
280,11
280,25
280,14
280,23
280,14
280,14
281,20
281,9
281,1
281,5
281,20
281,4
281,4
281,12
281,12
281,25
281,15
281,17
281,24
282,19
282,2
282,21
282,21
282,5
282,18
282,20
282,3
282,11
282,11
282,12
282,10
282,15
283,19
283,13
283,14
284,6
284,22
284,12
284,16
284,17
284,16
284,13
284,13
284,13
284,14
285,3
285,6
285,2
285,20
285,14
286,20
286,20
286,8
286,5
286,20
286,22
286,11
286,11
286,10
286,25
286,25
286,16
287,6
287,10
287,11
287,22
287,10
287,25
287,24
287,13
287,24
288,2
288,10
288,25
288,24
288,14
288,24
289,21
289,1
289,1
289,19
289,2
289,22
289,10
289,10
289,15
289,15
289,24
289,24
290,2
290,20
290,3
290,9
290,22
290,12
290,10
290,12
290,16
290,16
290,17
290,16
290,14
290,13
290,24
290,24
291,9
291,6
291,20
291,6
291,12
291,12
291,11
291,15
291,25
292,4
292,2
292,22
292,17
292,15
293,2
293,2
293,8
293,18
293,20
293,16
293,16
293,23
293,13
294,18
294,1
294,6
294,1
294,19
294,1
294,8
294,10
294,22
294,15
294,25
294,25
294,17
294,23
295,18
295,8
295,20
295,20
295,21
295,2
295,6
295,5
295,10
295,16
295,25
295,14
295,13
296,7
296,21
296,2
296,11
296,16
296,25
296,16
296,24
297,19
297,11
297,12
297,10
297,17
297,17
297,16
297,25
297,24
297,13
298,9
298,5
298,2
298,21
298,9
298,21
298,22
298,12
298,12
298,12
298,23
299,5
299,18
299,1
299,7
299,21
299,21
299,19
299,9
299,22
299,12
299,10
299,13
299,14
299,14
299,23
300,5
300,7
300,3
300,21
300,20
300,18
300,19
300,5
300,12
300,12
300,12
300,25
300,17
300,24
300,24
301,19
301,7
301,12
301,11
301,12
301,25
301,17
301,17
301,15
301,13
301,24
302,8
302,22
302,11
302,25
302,25
302,16
302,15
303,6
303,9
303,8
303,9
303,18
303,20
303,2
303,21
303,17
303,17
303,15
303,23
303,24
303,23
303,24
304,18
304,8
304,7
304,4
304,21
304,20
304,1
304,11
304,10
304,12
304,10
304,15
304,17
304,15
304,13
305,5
305,8
305,16
305,15
305,16
305,24
305,24
305,14
306,1
306,6
306,6
306,20
306,20
306,12
306,10
306,11
306,17
306,17
306,25
306,23
306,23
307,21
307,2
307,6
307,3
307,21
307,8
307,12
307,15
307,25
307,25
307,25
307,14
307,13
307,14
307,23
308,1
308,9
308,22
308,15
308,16
308,17
308,16
308,24
308,23
308,23
308,13
309,7
309,9
309,7
309,4
309,3
309,7
309,12
309,22
309,12
309,22
309,25
309,13
309,24
309,14
310,21
310,2
310,5
310,21
310,10
310,15
310,15
311,8
311,20
311,12
311,10
311,12
311,22
311,25
312,3
312,20
312,12
312,10
312,10
312,13
313,20
313,4
313,10
313,22
313,13
313,24
313,24
314,21
314,7
314,18
314,4
314,17
314,15
314,24
314,13
314,24
314,24
315,2
315,2
315,11
315,17
315,25
315,17
315,14
316,2
316,4
316,3
316,8
316,1
316,10
316,22
316,12
316,12
316,25
316,25
316,25
317,9
317,5
317,3
317,20
317,1
317,21
317,1
317,7
317,11
317,10
317,11
317,16
317,15
317,13
317,13
317,13
317,14
318,7
318,6
318,20
318,5
318,6
318,5
318,5
318,3
318,16
318,23
319,18
319,7
319,20
319,19
319,9
319,20
319,12
319,11
319,10
319,16
319,17
319,13
319,23
319,14
320,9
320,19
320,21
320,1
320,1
320,4
320,19
320,2
320,10
320,16
320,16
320,24
320,14
320,24
321,20
321,20
321,19
321,5
321,18
321,11
321,22
321,22
321,25
321,25
321,25
321,25
322,19
322,3
322,18
322,1
322,4
322,10
322,11
322,12
322,11
322,23
323,5
323,12
323,10
323,17
323,16
323,15
323,16
324,18
324,2
324,2
324,20
324,6
324,9
324,22
324,15
324,13
324,24
324,14
325,4
325,7
325,4
325,6
325,8
325,10
325,11
325,11
325,22
325,15
326,8
326,11
326,22
326,11
326,22
326,25
326,25
326,16
327,1
327,2
327,8
327,22
327,10
327,11
327,10
327,14
328,2
328,22
328,12
328,25
328,25
328,14
329,7
329,12
329,17
329,17
329,23
330,19
330,22
330,10
330,12
330,25
330,15
330,16
330,15
330,23
330,24
331,2
331,20
331,8
331,4
331,21
331,9
331,2
331,22
331,15
331,15
331,25
331,25
331,14
332,7
332,4
332,22
332,11
